#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Ability 1,Ability 2,Hidden Ability,FrenchName,EV HP,EV Attack,EV Defense,EV Sp. Atk,EV Sp. Def,EV Speed
420,Cherubi,Grass,,275,45,35,45,62,53,35,4,False,Chlorophyll,,,Ceribou,0,0,0,1,0,0
421,Cherrim,Grass,,450,70,60,70,87,78,85,4,False,Flower Gift,,,Ceriflor,0,0,0,2,0,0
422,Shellos,Water,,325,76,48,48,57,62,34,4,False,Sticky Hold,Storm Drain,Sand Force,Sancoki,1,0,0,0,0,0
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,False,Sticky Hold,Storm Drain,Sand Force,Tritosor,2,0,0,0,0,0
424,Ambipom,Normal,,482,75,100,66,60,66,115,4,False,Technician,Pickup,Skill Link,Capidextre,0,0,0,0,0,2
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,False,Aftermath,Unburden,Flare Boost,Baudrive,1,0,0,0,0,0
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,False,Aftermath,Unburden,Flare Boost,Grodrive,2,0,0,0,0,0
427,Buneary,Normal,,350,55,66,44,44,56,85,4,False,Run Away,Klutz,Limber,Laporeille,0,0,0,0,0,1
428,Lopunny,Normal,,480,65,76,84,54,96,105,4,False,Cute Charm,Klutz,Limber,Lockpin,0,0,0,0,0,2
429,Mismagius,Ghost,,495,60,60,60,105,105,105,4,False,Levitate,,,Magirêve,0,0,0,1,1,0
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,False,Insomnia,Super Luck,Moxie,Corboss,0,2,0,0,0,0
431,Glameow,Normal,,310,49,55,42,42,37,85,4,False,Limber,Own Tempo,Keen Eye,Chaglam,0,0,0,0,0,1
432,Purugly,Normal,,452,71,82,64,64,59,112,4,False,Thick Fat,Own Tempo,Defiant,Chaffreux,0,0,0,0,0,2
433,Chingling,Psychic,,285,45,30,50,65,50,45,4,False,Levitate,,,Korillon,0,0,0,1,0,0
434,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,False,Stench,Aftermath,Keen Eye,Moufouette,0,0,0,0,0,1
435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,False,Stench,Aftermath,Keen Eye,Moufflair,2,0,0,0,0,0
436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,False,Levitate,Heatproof,Heavy Metal,Archéomire,0,0,1,0,0,0
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,False,Levitate,Heatproof,Heavy Metal,Archéodong,0,0,1,0,1,0
438,Bonsly,Rock,,290,50,80,95,10,45,10,4,False,Sturdy,Rock Head,Rattled,Manzaï,0,0,1,0,0,0
439,Mime-jr,Psychic,Fairy,310,20,25,45,70,90,60,4,False,Soundproof,Filter,Technician,Mime Jr.,0,0,0,0,1,0
440,Happiny,Normal,,220,100,5,5,15,65,30,4,False,Natural Cure,Serene Grace,Friend Guard,Ptiravi,1,0,0,0,0,0
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,False,Keen Eye,Tangled Feet,Big Pecks,Pijako,0,1,0,0,0,0
442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,False,Pressure,,Infiltrator,Spiritomb,0,0,1,0,1,0
443,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,False,Sand Veil,,Rough Skin,Griknot,0,1,0,0,0,0
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,False,Sand Veil,,Rough Skin,Carmache,0,2,0,0,0,0
445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,False,Sand Veil,,Rough Skin,Carchacrok,0,3,0,0,0,0
446,Munchlax,Normal,,390,135,85,40,40,85,5,4,False,Pickup,Thick Fat,Gluttony,Goinfrex,1,0,0,0,0,0
447,Riolu,Fighting,,285,40,70,40,35,40,60,4,False,Steadfast,Inner Focus,Prankster,Riolu,0,1,0,0,0,0
448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,False,Steadfast,Inner Focus,Justified,Lucario,0,1,0,1,0,0
449,Hippopotas,Ground,,330,68,72,78,38,42,32,4,False,Sand Stream,,Sand Force,Hippopotas,0,0,1,0,0,0
450,Hippowdon,Ground,,525,108,112,118,68,72,47,4,False,Sand Stream,,Sand Force,Hippodocus,0,0,2,0,0,0
451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,False,Battle Armor,Sniper,Keen Eye,Rapion,0,0,1,0,0,0
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,False,Battle Armor,Sniper,Keen Eye,Drascore,0,0,2,0,0,0
453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,False,Anticipation,Dry Skin,Poison Touch,Cradopaud,0,1,0,0,0,0
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,False,Anticipation,Dry Skin,Poison Touch,Coatox,0,2,0,0,0,0
455,Carnivine,Grass,,454,74,100,72,90,72,46,4,False,Levitate,,,Vortente,0,2,0,0,0,0
456,Finneon,Water,,330,49,49,56,49,61,66,4,False,Swift Swim,Storm Drain,Water Veil,Écayon,0,0,0,0,0,1
457,Lumineon,Water,,460,69,69,76,69,86,91,4,False,Swift Swim,Storm Drain,Water Veil,Luminéon,0,0,0,0,0,2
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,False,Swift Swim,Water Absorb,Water Veil,Babimanta,0,0,0,0,1,0
459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,False,Snow Warning,,Soundproof,Blizzi,0,1,0,0,0,0
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,False,Snow Warning,,Soundproof,Blizzaroi,0,1,0,1,0,0
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,False,Pressure,,Pickpocket,Dimoret,0,1,0,0,0,1
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,False,Magnet Pull,Sturdy,Analytic,Magnézone,0,0,0,3,0,0
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,False,Own Tempo,Oblivious,Cloud Nine,Coudlangue,3,0,0,0,0,0
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,False,Lightning Rod,Solid Rock,Reckless,Rhinastoc,0,3,0,0,0,0
465,Tangrowth,Grass,,535,100,100,125,110,50,50,4,False,Chlorophyll,Leaf Guard,Regenerator,Bouldeneu,0,0,2,0,0,0
466,Electivire,Electric,,540,75,123,67,95,85,95,4,False,Motor Drive,,Vital Spirit,Élekable,0,3,0,0,0,0
467,Magmortar,Fire,,540,75,95,67,125,95,83,4,False,Flame Body,,Vital Spirit,Maganon,0,0,0,3,0,0
468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,False,Hustle,Serene Grace,Super Luck,Togekiss,0,0,0,2,1,0
469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,False,Speed Boost,Tinted Lens,Frisk,Yanmega,0,2,0,0,0,0
470,Leafeon,Grass,,525,65,110,130,60,65,95,4,False,Leaf Guard,,Chlorophyll,Phyllali,0,0,2,0,0,0
471,Glaceon,Ice,,525,65,60,110,130,95,65,4,False,Snow Cloak,,Ice Body,Givrali,0,0,0,2,0,0
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,False,Hyper Cutter,Sand Veil,Poison Heal,Scorvol,0,0,2,0,0,0
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,False,Oblivious,Snow Cloak,Thick Fat,Mammochon,0,3,0,0,0,0
474,Porygon-z,Normal,,535,85,80,70,135,75,90,4,False,Adaptability,Download,Analytic,Porygon-Z,0,0,0,3,0,0
475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,False,Steadfast,Sharpness,Justified,Gallame,0,3,0,0,0,0
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,False,Sturdy,Magnet Pull,Sand Force,Tarinorme,0,0,1,0,2,0
477,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,False,Pressure,,Frisk,Noctunoir,0,0,1,0,2,0
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,False,Snow Cloak,,Cursed Body,Momartik,0,0,0,0,0,2
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,False,Levitate,,,Motisma,0,0,0,1,0,1
480,Uxie,Psychic,,580,75,75,130,75,130,95,4,True,Levitate,,,Créhelf,0,0,2,0,1,0
481,Mesprit,Psychic,,580,80,105,105,105,105,80,4,True,Levitate,,,Créfollet,0,1,0,1,1,0
482,Azelf,Psychic,,580,75,125,70,125,70,115,4,True,Levitate,,,Créfadet,0,2,0,1,0,0
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,True,Pressure,,Telepathy,Dialga,0,0,0,3,0,0
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,True,Pressure,,Telepathy,Palkia,0,0,0,3,0,0
485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,True,Flash Fire,,Flame Body,Heatran,0,0,0,3,0,0
486,Regigigas,Normal,,670,110,160,110,80,110,100,4,True,Slow Start,,,Regigigas,0,3,0,0,0,0
487,Giratina,Ghost,Dragon,680,150,100,120,100,120,90,4,True,Pressure,,Telepathy,Giratina,3,0,0,0,0,0
488,Cresselia,Psychic,,580,120,70,110,75,120,85,4,True,Levitate,,,Cresselia,0,0,0,0,3,0
489,Phione,Water,,480,80,80,80,80,80,80,4,False,Hydration,,,Phione,1,0,0,0,0,0
490,Manaphy,Water,,600,100,100,100,100,100,100,4,False,Hydration,,,Manaphy,3,0,0,0,0,0
491,Darkrai,Dark,,600,70,90,90,135,90,125,4,False,Bad Dreams,,,Darkrai,0,0,0,2,0,1
492,Shaymin,Grass,,600,100,100,100,100,100,100,4,False,Natural Cure,,,Shaymin,3,0,0,0,0,0
493,Arceus,Normal,,720,120,120,120,120,120,120,4,False,Multitype,,,Arceus,3,0,0,0,0,0
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,False,Victory Star,,,Victini,3,0,0,0,0,0
495,Snivy,Grass,,308,45,45,55,45,55,63,5,False,Overgrow,,Contrary,Vipélierre,0,0,0,0,0,1
496,Servine,Grass,,413,60,60,75,60,75,83,5,False,Overgrow,,Contrary,Lianaja,0,0,0,0,0,2
497,Serperior,Grass,,528,75,75,95,75,95,113,5,False,Overgrow,,Contrary,Majaspic,0,0,0,0,0,3
498,Tepig,Fire,,308,65,63,45,45,45,45,5,False,Blaze,,Thick Fat,Gruikui,1,0,0,0,0,0
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,False,Blaze,,Thick Fat,Grotichon,0,2,0,0,0,0
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,False,Blaze,,Reckless,Roitiflam,0,3,0,0,0,0
501,Oshawott,Water,,308,55,55,45,63,45,45,5,False,Torrent,,Shell Armor,Moustillon,0,0,0,1,0,0
502,Dewott,Water,,413,75,75,60,83,60,60,5,False,Torrent,,Shell Armor,Mateloutre,0,0,0,2,0,0
503,Samurott,Water,,528,95,100,85,108,70,70,5,False,Torrent,,Shell Armor,Clamiral,0,0,0,3,0,0
504,Patrat,Normal,,255,45,55,39,35,39,42,5,False,Run Away,Keen Eye,Analytic,Ratentif,0,1,0,0,0,0
505,Watchog,Normal,,420,60,85,69,60,69,77,5,False,Illuminate,Keen Eye,Analytic,Miradar,0,2,0,0,0,0
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,False,Vital Spirit,Pickup,Run Away,Ponchiot,0,1,0,0,0,0
507,Herdier,Normal,,370,65,80,65,35,65,60,5,False,Intimidate,Sand Rush,Scrappy,Ponchien,0,2,0,0,0,0
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,False,Intimidate,Sand Rush,Scrappy,Mastouffe,0,3,0,0,0,0
509,Purrloin,Dark,,281,41,50,37,50,37,66,5,False,Limber,Unburden,Prankster,Chacripan,0,0,0,0,0,1
510,Liepard,Dark,,446,64,88,50,88,50,106,5,False,Limber,Unburden,Prankster,Léopardus,0,0,0,0,0,2
511,Pansage,Grass,,316,50,53,48,53,48,64,5,False,Gluttony,,Overgrow,Feuillajou,0,0,0,0,0,1
512,Simisage,Grass,,498,75,98,63,98,63,101,5,False,Gluttony,,Overgrow,Feuiloutan,0,0,0,0,0,2
513,Pansear,Fire,,316,50,53,48,53,48,64,5,False,Gluttony,,Blaze,Flamajou,0,0,0,0,0,1
514,Simisear,Fire,,498,75,98,63,98,63,101,5,False,Gluttony,,Blaze,Flamoutan,0,0,0,0,0,2
515,Panpour,Water,,316,50,53,48,53,48,64,5,False,Gluttony,,Torrent,Flotajou,0,0,0,0,0,1
516,Simipour,Water,,498,75,98,63,98,63,101,5,False,Gluttony,,Torrent,Flotoutan,0,0,0,0,0,2
517,Munna,Psychic,,292,76,25,45,67,55,24,5,False,Forewarn,Synchronize,Telepathy,Munna,1,0,0,0,0,0
518,Musharna,Psychic,,487,116,55,85,107,95,29,5,False,Forewarn,Synchronize,Telepathy,Mushana,2,0,0,0,0,0
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,False,Big Pecks,Super Luck,Rivalry,Poichigeon,0,1,0,0,0,0
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,False,Big Pecks,Super Luck,Rivalry,Colombeau,0,2,0,0,0,0
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,False,Big Pecks,Super Luck,Rivalry,Déflaisan,0,3,0,0,0,0
522,Blitzle,Electric,,295,45,60,32,50,32,76,5,False,Lightning Rod,Motor Drive,Sap Sipper,Zébibron,0,0,0,0,0,1
523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,False,Lightning Rod,Motor Drive,Sap Sipper,Zéblitz,0,0,0,0,0,2
524,Roggenrola,Rock,,280,55,75,85,25,25,15,5,False,Sturdy,Weak Armor,Sand Force,Nodulithe,0,0,1,0,0,0
525,Boldore,Rock,,390,70,105,105,50,40,20,5,False,Sturdy,Weak Armor,Sand Force,Géolithe,0,1,1,0,0,0
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,False,Sturdy,Sand Stream,Sand Force,Gigalithe,0,3,0,0,0,0
527,Woobat,Psychic,Flying,323,65,45,43,55,43,72,5,False,Unaware,Klutz,Simple,Chovsourir,0,0,0,0,0,1
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,False,Unaware,Klutz,Simple,Rhinolove,0,0,0,0,0,2
529,Drilbur,Ground,,328,60,85,40,30,45,68,5,False,Sand Rush,Sand Force,Mold Breaker,Rototaupe,0,1,0,0,0,0
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,False,Sand Rush,Sand Force,Mold Breaker,Minotaupe,0,2,0,0,0,0
531,Audino,Normal,,445,103,60,86,60,86,50,5,False,Healer,Regenerator,Klutz,Nanméouïe,2,0,0,0,0,0
532,Timburr,Fighting,,305,75,80,55,25,35,35,5,False,Guts,Sheer Force,Iron Fist,Charpenti,0,1,0,0,0,0
533,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,False,Guts,Sheer Force,Iron Fist,Ouvrifier,0,2,0,0,0,0
534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,False,Guts,Sheer Force,Iron Fist,Bétochef,0,3,0,0,0,0
535,Tympole,Water,,294,50,50,40,50,40,64,5,False,Swift Swim,Hydration,Water Absorb,Tritonde,0,0,0,0,0,1
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,False,Swift Swim,Hydration,Water Absorb,Batracné,2,0,0,0,0,0
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,False,Swift Swim,Poison Touch,Water Absorb,Crapustule,3,0,0,0,0,0
538,Throh,Fighting,,465,120,100,85,30,85,45,5,False,Guts,Inner Focus,Mold Breaker,Judokrak,2,0,0,0,0,0
539,Sawk,Fighting,,465,75,125,75,30,75,85,5,False,Sturdy,Inner Focus,Mold Breaker,Karaclée,0,2,0,0,0,0
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,False,Swarm,Chlorophyll,Overcoat,Larveyette,0,0,1,0,0,0
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,False,Leaf Guard,Chlorophyll,Overcoat,Couverdure,0,0,2,0,0,0
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,False,Swarm,Chlorophyll,Overcoat,Manternel,0,3,0,0,0,0
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,False,Poison Point,Swarm,Speed Boost,Venipatte,0,0,1,0,0,0
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,False,Poison Point,Swarm,Speed Boost,Scobolide,0,0,2,0,0,0
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,False,Poison Point,Swarm,Speed Boost,Brutapode,0,0,0,0,0,3
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,False,Prankster,Infiltrator,Chlorophyll,Doudouvet,0,0,0,0,0,1
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,False,Prankster,Infiltrator,Chlorophyll,Farfaduvet,0,0,0,0,0,2
548,Petilil,Grass,,280,45,35,50,70,50,30,5,False,Chlorophyll,Own Tempo,Leaf Guard,Chlorobule,0,0,0,1,0,0
549,Lilligant,Grass,,480,70,60,75,110,75,90,5,False,Chlorophyll,Own Tempo,Leaf Guard,Fragilady,0,0,0,2,0,0
550,Basculin,Water,,460,70,92,65,80,55,98,5,False,Reckless,Adaptability,Mold Breaker,Bargantua,0,0,0,0,0,2
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,False,Intimidate,Moxie,Anger Point,Mascaïman,0,1,0,0,0,0
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,False,Intimidate,Moxie,Anger Point,Escroco,0,2,0,0,0,0
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,False,Intimidate,Moxie,Anger Point,Crocorible,0,3,0,0,0,0
554,Darumaka,Fire,,315,70,90,45,15,45,50,5,False,Hustle,,Inner Focus,Darumarond,0,1,0,0,0,0
555,Darmanitan,Fire,,480,105,140,55,30,55,95,5,False,Sheer Force,,Zen Mode,Darumacho,0,2,0,0,0,0
556,Maractus,Grass,,461,75,86,67,106,67,60,5,False,Water Absorb,Chlorophyll,Storm Drain,Maracachi,0,0,0,2,0,0
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,False,Sturdy,Shell Armor,Weak Armor,Crabicoque,0,0,1,0,0,0
558,Crustle,Bug,Rock,485,70,105,125,65,75,45,5,False,Sturdy,Shell Armor,Weak Armor,Crabaraque,0,0,2,0,0,0
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,False,Shed Skin,Moxie,Intimidate,Baggiguane,0,1,0,0,0,0
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,False,Shed Skin,Moxie,Intimidate,Baggaïd,0,0,1,0,1,0
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,False,Wonder Skin,Magic Guard,Tinted Lens,Cryptéro,0,0,0,2,0,0
562,Yamask,Ghost,,303,38,30,85,55,65,30,5,False,Mummy,,,Tutafeh,0,0,1,0,0,0
563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,False,Mummy,,,Tutankafer,0,0,2,0,0,0
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,False,Solid Rock,Sturdy,Swift Swim,Carapagos,0,0,1,0,0,0
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,False,Solid Rock,Sturdy,Swift Swim,Mégapagos,0,0,2,0,0,0
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,False,Defeatist,,,Arkéapti,0,1,0,0,0,0
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,False,Defeatist,,,Aéroptéryx,0,2,0,0,0,0
568,Trubbish,Poison,,329,50,50,62,40,62,65,5,False,Stench,Sticky Hold,Aftermath,Miamiasme,0,0,0,0,0,1
569,Garbodor,Poison,,474,80,95,82,60,82,75,5,False,Stench,Weak Armor,Aftermath,Miasmax,0,2,0,0,0,0
570,Zorua,Dark,,330,40,65,40,80,40,65,5,False,Illusion,,,Zorua,0,0,0,1,0,0
571,Zoroark,Dark,,510,60,105,60,120,60,105,5,False,Illusion,,,Zoroark,0,0,0,2,0,0
572,Minccino,Normal,,300,55,50,40,40,40,75,5,False,Cute Charm,Technician,Skill Link,Chinchidou,0,0,0,0,0,1
573,Cinccino,Normal,,470,75,95,60,65,60,115,5,False,Cute Charm,Technician,Skill Link,Pashmilla,0,0,0,0,0,2
574,Gothita,Psychic,,290,45,30,50,55,65,45,5,False,Frisk,Competitive,Shadow Tag,Scrutella,0,0,0,0,1,0
575,Gothorita,Psychic,,390,60,45,70,75,85,55,5,False,Frisk,Competitive,Shadow Tag,Mesmérella,0,0,0,0,2,0
576,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,False,Frisk,Competitive,Shadow Tag,Sidérella,0,0,0,0,3,0
577,Solosis,Psychic,,290,45,30,40,105,50,20,5,False,Overcoat,Magic Guard,Regenerator,Nucléos,0,0,0,1,0,0
578,Duosion,Psychic,,370,65,40,50,125,60,30,5,False,Overcoat,Magic Guard,Regenerator,Méios,0,0,0,2,0,0
579,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,False,Overcoat,Magic Guard,Regenerator,Symbios,0,0,0,3,0,0
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,False,Keen Eye,Big Pecks,Hydration,Couaneton,1,0,0,0,0,0
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,False,Keen Eye,Big Pecks,Hydration,Lakmécygne,0,0,0,0,0,2
582,Vanillite,Ice,,305,36,50,50,65,60,44,5,False,Ice Body,Snow Cloak,Weak Armor,Sorbébé,0,0,0,1,0,0
583,Vanillish,Ice,,395,51,65,65,80,75,59,5,False,Ice Body,Snow Cloak,Weak Armor,Sorboul,0,0,0,2,0,0
584,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,False,Ice Body,Snow Warning,Weak Armor,Sorbouboul,0,0,0,3,0,0
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,False,Chlorophyll,Sap Sipper,Serene Grace,Vivaldaim,0,0,0,0,0,1
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,False,Chlorophyll,Sap Sipper,Serene Grace,Haydaim,0,2,0,0,0,0
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,False,Static,,Motor Drive,Emolga,0,0,0,0,0,2
588,Karrablast,Bug,,315,50,75,45,40,45,60,5,False,Swarm,Shed Skin,No Guard,Carabing,0,1,0,0,0,0
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,False,Swarm,Shell Armor,Overcoat,Lançargot,0,2,0,0,0,0
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,False,Effect Spore,,Regenerator,Trompignon,1,0,0,0,0,0
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,False,Effect Spore,,Regenerator,Gaulet,2,0,0,0,0,0
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,False,Water Absorb,Cursed Body,Damp,Viskuse,0,0,0,0,1,0
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,False,Water Absorb,Cursed Body,Damp,Moyade,0,0,0,0,2,0
594,Alomomola,Water,,470,165,75,80,40,45,65,5,False,Healer,Hydration,Regenerator,Mamanbo,2,0,0,0,0,0
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,False,Compound Eyes,Unnerve,Swarm,Statitik,0,0,0,0,0,1
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,False,Compound Eyes,Unnerve,Swarm,Mygavolt,0,0,0,0,0,2
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,False,Iron Barbs,,,Grindur,0,0,1,0,0,0
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,False,Iron Barbs,,Anticipation,Noacier,0,0,2,0,0,0
599,Klink,Steel,,300,40,55,70,45,60,30,5,False,Plus,Minus,Clear Body,Tic,0,0,1,0,0,0
600,Klang,Steel,,440,60,80,95,70,85,50,5,False,Plus,Minus,Clear Body,Clic,0,0,2,0,0,0
601,Klinklang,Steel,,520,60,100,115,70,85,90,5,False,Plus,Minus,Clear Body,Cliticlic,0,0,3,0,0,0
602,Tynamo,Electric,,275,35,55,40,45,40,60,5,False,Levitate,,,Anchwatt,0,0,0,0,0,1
603,Eelektrik,Electric,,405,65,85,70,75,70,40,5,False,Levitate,,,Lampéroie,0,2,0,0,0,0
604,Eelektross,Electric,,515,85,115,80,105,80,50,5,False,Levitate,,,Ohmassacre,0,3,0,0,0,0
605,Elgyem,Psychic,,335,55,55,55,85,55,30,5,False,Telepathy,Synchronize,Analytic,Lewsor,0,0,0,1,0,0
606,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,False,Telepathy,Synchronize,Analytic,Neitram,0,0,0,2,0,0
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,False,Flash Fire,Flame Body,Infiltrator,Funécire,0,0,0,1,0,0
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,False,Flash Fire,Flame Body,Infiltrator,Mélancolux,0,0,0,2,0,0
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,False,Flash Fire,Flame Body,Infiltrator,Lugulabre,0,0,0,3,0,0
610,Axew,Dragon,,320,46,87,60,30,40,57,5,False,Rivalry,Mold Breaker,Unnerve,Coupenotte,0,1,0,0,0,0
611,Fraxure,Dragon,,410,66,117,70,40,50,67,5,False,Rivalry,Mold Breaker,Unnerve,Incisache,0,2,0,0,0,0
612,Haxorus,Dragon,,540,76,147,90,60,70,97,5,False,Rivalry,Mold Breaker,Unnerve,Tranchodon,0,3,0,0,0,0
613,Cubchoo,Ice,,305,55,70,40,60,40,40,5,False,Snow Cloak,Slush Rush,Rattled,Polarhume,0,1,0,0,0,0
614,Beartic,Ice,,505,95,130,80,70,80,50,5,False,Snow Cloak,Slush Rush,Swift Swim,Polagriffe,0,2,0,0,0,0
615,Cryogonal,Ice,,515,80,50,50,95,135,105,5,False,Levitate,,,Hexagel,0,0,0,0,2,0
616,Shelmet,Bug,,305,50,40,85,40,65,25,5,False,Hydration,Shell Armor,Overcoat,Escargaume,0,0,1,0,0,0
617,Accelgor,Bug,,495,80,70,40,100,60,145,5,False,Hydration,Sticky Hold,Unburden,Limaspeed,0,0,0,0,0,2
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,False,Static,Limber,Sand Veil,Limonde,2,0,0,0,0,0
619,Mienfoo,Fighting,,350,45,85,50,55,50,65,5,False,Inner Focus,Regenerator,Reckless,Kungfouine,0,1,0,0,0,0
620,Mienshao,Fighting,,510,65,125,60,95,60,105,5,False,Inner Focus,Regenerator,Reckless,Shaofouine,0,2,0,0,0,0
621,Druddigon,Dragon,,485,77,120,90,60,90,48,5,False,Rough Skin,Sheer Force,Mold Breaker,Drakkarmin,0,2,0,0,0,0
622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,False,Iron Fist,Klutz,No Guard,Gringolem,0,1,0,0,0,0
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,False,Iron Fist,Klutz,No Guard,Golemastoc,0,2,0,0,0,0
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,False,Defiant,Inner Focus,Pressure,Scalpion,0,1,0,0,0,0
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,False,Defiant,Inner Focus,Pressure,Scalproie,0,2,0,0,0,0
626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,False,Reckless,Sap Sipper,Soundproof,Frison,0,2,0,0,0,0
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,False,Keen Eye,Sheer Force,Hustle,Furaiglon,0,1,0,0,0,0
